;genero;idoso;parceiro;dependentes;tempoDeServico;ServicoTelefone;MultiLinhas;ServicoInternet;ServicoSegurancaCyber;ServicoBackup;SeguroDispositivos;ServicoSuporteTecnico;StreamingTV;StreamingFilmes;Contrato;BillingDigital;MetodoPagamento;FaturaMensal;FaturaTotal;NumTickets;NumTicketsTecnico;Churn
6937;Feminino;0.0;Não;Não;28.0;Não;Sem serviço de telefone;DSL;Não;Não;Sim;Sim;Não;Não;Mensal;Sim;Cheque por Carta;35.75;961.4;;0.0;0
2913;Masculino;0.0;Não;Não;52.0;Não;Sem serviço de telefone;DSL;Sim;Sim;Sim;Sim;Sim;Sim;2 Anos;Não;Cartão de Crédito (Automático);63.9;3334.95;0.0;0.0;0
490;Masculino;0.0;Sim;Sim;63.0;Sim;Sim;Fibra óptica;Não;Sim;Sim;Não;Sim;Sim;2 Anos;Sim;Transferência Bancária (Automática);104.8;6597.25;0.0;0.0;0
4163;Masculino;0.0;Sim;;65.0;Sim;Sim;DSL;Sim;Sim;Sim;Não;Não;Não;1 Ano;Não;Cartão de Crédito (Automático);67.05;4309.55;3.0;;0
4004;Masculino;0.0;Sim;Não;72.0;Sim;Sim;DSL;Sim;Sim;Sim;Sim;;Não;2 Anos;Sim;Transferência Bancária (Automática);67.8;4804.65;0.0;0.0;0
6295;Feminino;0.0;Sim;Sim;48.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Não;Transferência Bancária (Automática);20.2;1027.25;0.0;0.0;0
4640;Masculino;0.0;Sim;Sim;1.0;Sim;Não;;Não;Não;Não;Não;Não;Não;Mensal;Sim;Cheque Eletrônico;70.0;70;0.0;0.0;1
5064;Masculino;0.0;Não;Não;2.0;Não;Sem serviço de telefone;DSL;Não;Sim;Sim;Sim;Não;Não;Mensal;Sim;Cartão de Crédito (Automático);40.4;77.15;0.0;0.0;1
4401;Feminino;1.0;Sim;Sim;46.0;Sim;Sim;Fibra óptica;Sim;;Não;Sim;Sim;Sim;Mensal;Sim;Cheque Eletrônico;110.2;4972.1;0.0;0.0;0
468;Feminino;0.0;Não;Sim;44.0;Sim;Não;Não;;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Não;Cheque por Carta;19.9;868.1;0.0;0.0;0
236;Feminino;0.0;Não;Não;;;Sem serviço de telefone;DSL;Não;;Não;Sim;Não;Não;2 Anos;Sim;Cheque por Carta;29.6;299.05;0.0;0.0;0
479;Feminino;0.0;Não;Sim;15.0;Sim;Não;Fibra óptica;Não;Não;Não;Não;Não;Não;Mensal;Não;Transferência Bancária (Automática);69.0;994.8;0.0;;1
5576;Feminino;;Não;Não;1.0;Sim;;DSL;Não;Não;Não;Não;Sim;Não;Mensal;Sim;Cheque por Carta;53.55;53.55;0.0;0.0;1
4789;Feminino;0.0;Não;;1.0;Sim;Não;Fibra óptica;Não;Não;Não;Não;Não;Não;Mensal;Não;Cheque por Carta;71.1;71.1;3.0;0.0;1
5717;Masculino;1.0;Sim;Não;69.0;Não;Sem serviço de telefone;DSL;Sim;Sim;Não;Não;Sim;Sim;2 Anos;Não;Cartão de Crédito (Automático);56.55;3952.65;0.0;0.0;0
1772;Masculino;0.0;Não;Não;2.0;Sim;Não;Fibra óptica;Não;Não;Não;Não;Sim;Não;Mensal;Não;Cheque Eletrônico;79.0;143.65;0.0;0.0;1
4020;Masculino;1.0;Sim;Não;72.0;Não;Sem serviço de telefone;DSL;Sim;Sim;Sim;Sim;Sim;Sim;2 Anos;Sim;Cartão de Crédito (Automático);64.95;4546;0.0;2.0;0
526;Masculino;1.0;Sim;Sim;72.0;Sim;;Fibra óptica;Sim;Sim;Sim;Sim;Sim;;2 Anos;Sim;;115.75;8399.15;0.0;0.0;0
5034;Feminino;1.0;Sim;;48.0;Não;Sem serviço de telefone;DSL;Não;Sim;Não;Não;Não;Não;1 Ano;Não;Transferência Bancária (Automática);29.9;1388.75;0.0;;0
4964;Feminino;0.0;Não;Não;26.0;Sim;Sim;Fibra óptica;Não;Não;Não;Não;Não;;Mensal;Sim;Transferência Bancária (Automática);74.95;1834.95;0.0;0.0;1
1830;Masculino;0.0;Não;Sim;32.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Não;Cheque por Carta;20.5;696.8;0.0;0.0;0
1419;Masculino;0.0;Sim;Sim;63.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Sim;Cheque por Carta;19.15;1177.05;0.0;0.0;0
3718;Feminino;0.0;Sim;Não;57.0;Sim;Sim;Fibra óptica;Sim;Não;Não;Não;Sim;Sim;Mensal;Sim;Cheque Eletrônico;99.65;5497.05;5.0;0.0;0
4771;Feminino;0.0;Não;Não;;Sim;Não;Fibra óptica;Não;Não;Não;Não;Sim;Não;Mensal;Sim;Cheque Eletrônico;79.4;244.65;0.0;0.0;
3795;Masculino;0.0;Não;Não;12.0;;Não;Fibra óptica;Não;;;Não;Sim;Não;Mensal;Sim;Cheque Eletrônico;81.45;912;0.0;0.0;0
3712;Masculino;0.0;Não;Não;44.0;Sim;Não;DSL;Sim;Não;Não;Sim;Sim;Não;1 Ano;Não;Cheque Eletrônico;65.4;2774.55;0.0;;0
6762;;0.0;Não;Não;35.0;Sim;Não;DSL;Não;Não;Não;Não;Sim;Não;Mensal;Não;Cheque por Carta;55.0;2010.55;0.0;0.0;1
6658;Masculino;1.0;Não;Não;27.0;Sim;Sim;Fibra óptica;Não;;Não;Não;Não;Não;Mensal;Sim;Cheque Eletrônico;81.45;2122.05;0.0;0.0;1
4589;Feminino;0.0;Sim;Sim;10.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Não;Cheque por Carta;20.15;220.8;2.0;0.0;0
5951;Feminino;0.0;Não;Não;37.0;Sim;Sim;;Não;Não;Não;Sim;Sim;;;Não;Cartão de Crédito (Automático);100.3;3541.4;5.0;;0
6467;;0.0;Não;Não;10.0;Sim;Sim;Fibra óptica;Não;Não;Não;Não;Não;Não;Mensal;Não;Cheque Eletrônico;75.05;786.3;0.0;0.0;0
56;Feminino;0.0;Sim;Sim;63.0;Sim;Sim;Fibra óptica;Sim;Não;Não;Não;Sim;Sim;1 Ano;Sim;Cartão de Crédito (Automático);99.65;6311.2;0.0;0.0;0
1597;Masculino;0.0;Sim;Não;48.0;Sim;Sim;Fibra óptica;Sim;Sim;Sim;Não;;Não;2 Anos;Sim;;96.9;4473.45;0.0;0.0;0
2795;Feminino;1.0;Não;Não;9.0;Sim;Sim;Fibra óptica;Não;Não;Não;Não;Não;Não;Mensal;Sim;Cheque Eletrônico;74.55;622.9;0.0;0.0;1
2873;Masculino;0.0;Não;Não;25.0;Sim;Sim;Fibra óptica;Não;Não;Não;Não;Sim;Sim;Mensal;Sim;;94.7;2362.1;0.0;2.0;1
5208;Feminino;0.0;Sim;Sim;14.0;Sim;Não;DSL;Sim;;Não;Sim;Não;Não;Mensal;Não;Transferência Bancária (Automática);59.45;780.85;0.0;0.0;0
6257;Feminino;1.0;Não;Não;1.0;Sim;Não;Fibra óptica;Não;Sim;Não;Não;Não;Não;Mensal;Sim;Cheque Eletrônico;73.0;73;0.0;0.0;1
5430;Masculino;0.0;Não;Não;17.0;;Sim;DSL;Não;Não;Não;Não;Sim;Sim;Mensal;Sim;Cartão de Crédito (Automático);72.15;794.25;0.0;1.0;1
4701;Masculino;1.0;Não;Não;21.0;Sim;Sim;Fibra óptica;Não;Sim;;Não;Sim;Sim;Mensal;Sim;Cheque Eletrônico;104.35;2271.85;0.0;0.0;0
507;Masculino;0.0;Sim;Não;2.0;Sim;Não;Fibra óptica;Não;Não;Não;Sim;Sim;Sim;Mensal;Sim;Cheque Eletrônico;94.2;167.5;0.0;1.0;
5395;Feminino;0.0;Não;Não;5.0;Sim;Não;Fibra óptica;Não;Não;Não;Não;Sim;Não;Mensal;;Cartão de Crédito (Automático);47.0;389.6;0.0;0.0;1
6637;;0.0;Sim;Não;69.0;Sim;Não;DSL;Sim;Sim;Não;Não;Não;Não;1 Ano;Sim;Cartão de Crédito (Automático);80.0;3804.4;0.0;0.0;0
1708;;0.0;Não;Não;4.0;Sim;Não;DSL;Não;Não;Sim;Sim;Sim;Sim;Mensal;Sim;Cheque Eletrônico;74.4;299.7;5.0;0.0;1
3934;Feminino;0.0;Não;Sim;10.0;Não;;DSL;Sim;Sim;Não;Sim;Não;Não;1 Ano;Não;Cheque por Carta;40.25;411.45;4.0;0.0;0
3586;Masculino;0.0;Não;Não;5.0;Não;Sem serviço de telefone;DSL;Sim;;Sim;Sim;Não;Não;Mensal;Não;Cheque por Carta;40.0;223.45;0.0;1.0;1
3807;Masculino;0.0;Sim;Não;24.0;Sim;Sim;Fibra óptica;Não;Sim;Sim;Não;Sim;Sim;Mensal;Sim;;104.65;2542.45;0.0;2.0;1
2671;Masculino;0.0;Não;Não;63.0;Sim;Sim;Fibra óptica;Não;Sim;Não;Sim;Sim;Sim;Mensal;Não;Cheque Eletrônico;105.4;6713.2;2.0;0.0;0
5996;;0.0;Não;Não;62.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;;Sem serviço de internet;2 Anos;Não;Transferência Bancária (Automática);19.85;1253.65;0.0;0.0;0
5598;Feminino;0.0;Sim;Sim;55.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;;Sem serviço de internet;1 Ano;Não;Cartão de Crédito (Automático);19.15;998.1;0.0;0.0;0
2858;Feminino;0.0;Sim;Não;10.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Mensal;Sim;Cheque por Carta;20.55;252.75;2.0;0.0;0
1968;Feminino;0.0;Não;Não;53.0;Sim;Não;Fibra óptica;Não;Sim;Sim;Não;Sim;Sim;1 Ano;Sim;Cheque por Carta;100.3;5200.8;4.0;0.0;0
6740;Feminino;1.0;Não;Não;34.0;Sim;Não;Fibra óptica;Sim;Sim;Não;Não;Não;Não;Mensal;Sim;Cartão de Crédito (Automático);79.2;3233.85;0.0;5.0;1
6545;Feminino;0.0;Não;Não;9.0;Sim;Não;DSL;Sim;Sim;Não;Não;Sim;Sim;Mensal;Sim;Cheque Eletrônico;74.65;703.55;0.0;0.0;1
5506;Masculino;0.0;Não;Não;1.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Mensal;Não;Cheque por Carta;;20.2;0.0;0.0;0
4206;Feminino;0.0;Sim;Sim;72.0;Sim;Sim;Fibra óptica;Sim;Sim;Sim;Sim;Sim;Sim;2 Anos;Sim;Cartão de Crédito (Automático);116.8;8456.75;;0.0;0
3062;Masculino;1.0;Sim;Não;24.0;Não;Sem serviço de telefone;DSL;Não;Não;Sim;Sim;Não;;Mensal;Não;Cheque por Carta;-15.0;828.2;0.0;0.0;0
6461;Masculino;0.0;Sim;Não;49.0;Sim;Não;Fibra óptica;Não;Sim;Não;Não;Sim;Não;Mensal;Sim;Cartão de Crédito (Automático);85.3;4297.95;0.0;0.0;0
1748;Feminino;0.0;Sim;Não;54.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Não;Cartão de Crédito (Automático);20.05;1102.4;0.0;0.0;0
4485;Masculino;0.0;Sim;Não;66.0;Sim;Sim;DSL;Sim;Sim;Sim;Sim;Sim;Sim;2 Anos;Não;Transferência Bancária (Automática);91.7;6075.9;0.0;0.0;0
1487;Feminino;0.0;Não;Não;56.0;Sim;;Fibra óptica;Não;Sim;Sim;Não;Sim;Sim;1 Ano;Sim;Cheque Eletrônico;106.8;5914.4;0.0;0.0;0
1179;Masculino;1.0;Sim;Não;;Sim;Sim;Fibra óptica;Não;Sim;Não;Sim;Sim;Não;Mensal;Sim;Cheque Eletrônico;94.3;3953.15;0.0;0.0;0
3119;Feminino;1.0;Sim;Não;32.0;Sim;Sim;Fibra óptica;Não;Não;Não;Não;;Não;Mensal;Sim;Cartão de Crédito (Automático);;2628.6;0.0;;1
6368;Masculino;1.0;Não;Não;2.0;Sim;Sim;Fibra óptica;Não;Não;Não;Não;Sim;Sim;Mensal;Sim;Cheque Eletrônico;94.0;181.7;0.0;2.0;1
3508;Feminino;0.0;Não;Não;;Sim;Sim;Fibra óptica;Sim;Sim;Sim;Sim;Sim;Sim;2 Anos;Sim;Transferência Bancária (Automática);113.65;7939.25;;0.0;0
5539;Masculino;0.0;Sim;Sim;22.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;;1 Ano;Não;Cheque por Carta;19.95;433.5;0.0;0.0;0
1129;Masculino;1.0;Não;Não;47.0;Sim;Sim;Fibra óptica;Não;Não;Não;Não;Sim;Não;Mensal;Sim;Cartão de Crédito (Automático);-34.0;3865.6;0.0;0.0;0
4985;Feminino;0.0;Sim;Sim;72.0;Sim;Sim;DSL;Sim;Não;Sim;Sim;Sim;Sim;;Sim;Transferência Bancária (Automática);83.3;6042.7;0.0;0.0;0
2112;Feminino;0.0;Não;Não;33.0;Sim;Sim;;Sim;Não;Não;Sim;Não;Não;1 Ano;Não;Cheque Eletrônico;59.4;1952.8;0.0;0.0;0
2172;Feminino;0.0;Não;Não;1.0;Sim;Não;DSL;Não;Não;Não;Não;Não;Não;Mensal;Não;Cartão de Crédito (Automático);43.95;43.95;0.0;0.0;
6668;Feminino;0.0;Não;Não;38.0;Sim;Sim;Fibra óptica;Não;;Sim;Sim;Sim;Sim;Mensal;;Cheque Eletrônico;103.65;3988.5;0.0;1.0;
2216;Feminino;1.0;Não;Não;40.0;Sim;Sim;Fibra óptica;Sim;Não;Sim;;Sim;Sim;Mensal;Sim;Transferência Bancária (Automática);108.95;7111.3;0.0;0.0;0
6035;Masculino;1.0;Sim;Não;;Sim;Sim;Fibra óptica;;Sim;Sim;Sim;Sim;Sim;1 Ano;Sim;Cheque Eletrônico;110.85;7491.75;;5.0;1
1144;Masculino;0.0;Não;Não;1.0;Não;Sem serviço de telefone;DSL;Não;Não;Não;Não;Não;Sim;Mensal;Sim;Cheque Eletrônico;35.55;35.55;0.0;0.0;1
678;Masculino;0.0;Não;Não;3.0;Sim;Sim;Fibra óptica;Não;Sim;Sim;Não;Sim;Sim;Mensal;Não;Cheque por Carta;107.95;313.6;0.0;0.0;0
537;Feminino;0.0;Sim;;130.0;Sim;Não;DSL;Sim;Sim;Sim;Não;Não;Não;1 Ano;;Cheque por Carta;58.45;1955.4;0.0;0.0;0
653;Feminino;0.0;Não;Não;17.0;Sim;Sim;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;;Sem serviço de internet;Sem serviço de internet;Mensal;Não;Cheque por Carta;24.8;475.25;0.0;0.0;0
1138;Masculino;0.0;Sim;Sim;11.0;Sim;Sim;DSL;Sim;Não;Não;Não;Sim;Não;Mensal;Sim;Transferência Bancária (Automática);65.15;723.35;0.0;0.0;0
7042;Masculino;0.0;Não;Não;66.0;Sim;Não;Fibra óptica;Sim;Não;Sim;Sim;Sim;Sim;2 Anos;Sim;Transferência Bancária (Automática);232.0;6844.5;2.0;0.0;0
5671;Feminino;0.0;Sim;Não;61.0;Sim;Sim;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Não;Transferência Bancária (Automática);25.3;1554.9;0.0;0.0;0
946;Masculino;0.0;Sim;Sim;4.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Mensal;Sim;Cheque por Carta;20.5;77.6;;0.0;
5733;Feminino;0.0;Sim;Sim;71.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Não;Transferência Bancária (Automática);19.85;;4.0;0.0;0
5990;Masculino;0.0;Não;Sim;36.0;Sim;Não;Fibra óptica;Não;Sim;Não;Não;Sim;Sim;Mensal;Sim;Cheque Eletrônico;94.7;3512.5;0.0;0.0;0
1317;Feminino;0.0;Não;Não;3.0;Sim;Sim;Não;Sem serviço de internet;Sem serviço de internet;;Sem serviço de internet;;Sem serviço de internet;Mensal;Não;Cheque por Carta;24.6;86.35;0.0;0.0;
452;Masculino;0.0;Sim;Não;60.0;Não;;DSL;Não;Sim;Sim;Sim;Sim;Sim;Mensal;Sim;Transferência Bancária (Automática);60.2;3582.4;3.0;0.0;0
1386;Masculino;0.0;Não;Não;;Sim;Sim;DSL;Não;;Sim;;Sim;Sim;2 Anos;Não;Cartão de Crédito (Automático);86.55;5632.55;0.0;0.0;0
5401;Masculino;0.0;Não;Não;31.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Não;Cheque por Carta;20.45;638.55;0.0;2.0;0
456;Masculino;0.0;Sim;Sim;28.0;Sim;Não;Fibra óptica;Não;Sim;Sim;Sim;Sim;Não;1 Ano;Não;Transferência Bancária (Automática);92.9;2768.35;0.0;0.0;0
2118;Feminino;0.0;Sim;Sim;22.0;Sim;Não;Fibra óptica;Não;Não;Não;Não;Não;Sim;Mensal;Sim;Cheque Eletrônico;80.15;1790.65;0.0;0.0;0
677;Feminino;0.0;Não;;2.0;Não;Sem serviço de telefone;DSL;Não;Não;Não;Não;Não;;Mensal;Sim;Cheque Eletrônico;34.7;62.25;0.0;0.0;1
4104;Masculino;0.0;Sim;Não;;Sim;Não;DSL;Não;Sim;Não;Não;Não;Não;Mensal;Sim;Transferência Bancária (Automática);49.55;393.45;0.0;0.0;
465;Masculino;0.0;Não;Não;70.0;Não;Sem serviço de telefone;DSL;Não;Não;Não;Sim;Não;Sim;2 Anos;Sim;Cheque por Carta;40.05;2799.75;0.0;0.0;0
2780;Feminino;0.0;Não;Não;25.0;Sim;Não;DSL;Sim;Sim;Sim;Sim;Sim;Não;1 Ano;Não;Cheque por Carta;74.3;1863.8;0.0;2.0;1
2014;Masculino;0.0;Sim;Sim;13.0;Sim;Não;DSL;Não;Sim;;Sim;Não;Não;;Não;;61.8;750.1;0.0;0.0;0
3619;Feminino;0.0;Sim;Sim;72.0;Sim;Não;DSL;Sim;Sim;Sim;Sim;Sim;Sim;2 Anos;Não;Transferência Bancária (Automática);85.3;6129.2;0.0;0.0;0
1924;Feminino;1.0;Sim;Sim;37.0;Sim;Sim;Fibra óptica;Não;Não;Não;Não;Sim;Não;Mensal;Não;Transferência Bancária (Automática);85.35;1961.6;0.0;0.0;0
977;Feminino;;Não;Não;11.0;Sim;Sim;Fibra óptica;Não;Não;Não;Não;Não;Não;Mensal;Não;Cheque Eletrônico;75.25;888.65;0.0;0.0;0
6325;Feminino;0.0;Sim;Sim;17.0;Sim;Não;Fibra óptica;Sim;Não;Não;;Sim;Não;Mensal;Não;Cheque Eletrônico;91.85;1574.45;0.0;1.0;1
480;Masculino;0.0;Sim;Sim;11.0;;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Não;Cheque por Carta;19.65;225.75;0.0;0.0;0
4984;Feminino;;Não;Não;42.0;Sim;Não;DSL;Sim;Sim;Sim;Não;Não;Não;;;Transferência Bancária (Automática);59.65;2536.55;0.0;0.0;0
7005;Masculino;0.0;Sim;Não;23.0;Sim;Não;Não;Sem serviço de internet;;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;1 Ano;Não;Cartão de Crédito (Automático);19.3;486.2;0.0;0.0;0
4864;Masculino;0.0;Sim;Não;71.0;Sim;Sim;Fibra óptica;Não;Sim;Sim;Sim;Sim;Sim;1 Ano;Sim;Transferência Bancária (Automática);113.15;7953.25;4.0;0.0;0
6534;Feminino;1.0;;;53.0;Sim;Não;Fibra óptica;Sim;Sim;Não;Sim;Não;Sim;1 Ano;Sim;Cheque por Carta;96.75;5206.55;0.0;0.0;0
5614;Masculino;0.0;Sim;Sim;68.0;;Sim;Fibra óptica;Sim;Sim;Não;Não;Não;Não;1 Ano;Sim;Transferência Bancária (Automática);142.0;5696.6;5.0;0.0;0
872;Masculino;0.0;Não;Sim;66.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Não;Cartão de Crédito (Automático);19.95;1269.1;2.0;6.0;0
3478;Feminino;0.0;Não;Não;23.0;Sim;Sim;DSL;Sim;Não;Sim;Não;Sim;;1 Ano;Sim;Cheque Eletrônico;78.55;1843.05;0.0;0.0;0
758;Feminino;0.0;Não;Sim;15.0;Sim;Não;Fibra óptica;Não;Sim;Não;Não;Não;Sim;Mensal;Sim;Transferência Bancária (Automática);;1269.55;0.0;1.0;1
4690;Masculino;0.0;Sim;Não;31.0;;Não;DSL;Não;Não;Sim;;Não;Sim;;;Cartão de Crédito (Automático);66.4;2019.8;0.0;0.0;0
1358;Masculino;0.0;Não;Não;10.0;Sim;Não;Fibra óptica;Não;Não;Não;Não;Não;Não;Mensal;Não;Cheque por Carta;70.15;735.5;0.0;;0
3111;Masculino;;Sim;Sim;72.0;Sim;Sim;Fibra óptica;Não;Sim;Sim;Não;Sim;Sim;2 Anos;Sim;Cheque Eletrônico;;7372.65;0.0;7.0;1
1884;Masculino;0.0;Não;;;Sim;Não;DSL;Sim;Sim;Não;Não;;Não;1 Ano;Não;Transferência Bancária (Automática);55.45;1477.65;0.0;0.0;0
5680;Feminino;1.0;Sim;Não;1.0;Sim;Não;Não;;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Mensal;Sim;Cheque por Carta;20.85;;0.0;0.0;1
6456;Feminino;0.0;Não;;50.0;Sim;Não;Fibra óptica;Não;Não;Não;Não;Não;Não;2 Anos;Não;Cartão de Crédito (Automático);70.35;3533.6;;0.0;0
5118;Feminino;0.0;;;42.0;;Sim;Fibra óptica;Não;Não;Sim;;Não;Não;Mensal;Sim;Cartão de Crédito (Automático);43.0;3729.75;0.0;0.0;0
6928;Masculino;0.0;Sim;Sim;48.0;Sim;Não;DSL;Não;Sim;Sim;Não;Não;Não;1 Ano;Sim;Cartão de Crédito (Automático);114.0;2651.2;0.0;0.0;0
3924;;0.0;Sim;Sim;48.0;Sim;Sim;Fibra óptica;Não;Não;Não;Não;Não;Sim;1 Ano;Sim;Cheque por Carta;82.05;4029.95;0.0;0.0;1
2977;Masculino;0.0;;Não;1.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Mensal;Sim;Cheque por Carta;19.5;19.5;0.0;;0
3257;Masculino;0.0;Não;Não;22.0;Sim;Não;Fibra óptica;Não;Sim;Não;Não;Sim;Sim;Mensal;Sim;Cheque por Carta;93.2;2157.3;2.0;0.0;0
4051;Feminino;0.0;Sim;Não;72.0;Sim;Sim;Fibra óptica;Não;Sim;Não;Não;Sim;Sim;2 Anos;Sim;Cartão de Crédito (Automático);;6869.7;0.0;0.0;0
2894;Feminino;0.0;Não;Não;48.0;Sim;Não;DSL;Sim;;Sim;;Não;Não;1 Ano;Sim;Cartão de Crédito (Automático);-41.0;2896.4;0.0;4.0;1
3246;Masculino;0.0;Não;Não;3.0;Sim;Não;;Não;Não;Não;Não;Sim;Não;Mensal;Não;Cheque por Carta;140.0;159.15;0.0;0.0;
800;Feminino;1.0;Sim;Não;70.0;Sim;Sim;Fibra óptica;Não;;Não;Não;Não;Não;2 Anos;Sim;Cartão de Crédito (Automático);75.65;5411.4;2.0;0.0;0
29;Feminino;0.0;;Sim;17.0;Sim;Não;DSL;Não;Não;Não;Não;Sim;Sim;Mensal;Sim;Cheque por Carta;64.7;1093.1;0.0;0.0;1
5248;Feminino;0.0;Sim;Não;12.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Sim;Cheque Eletrônico;;;0.0;0.0;0
921;Masculino;0.0;Não;Não;12.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Mensal;Não;Cheque por Carta;20.45;;2.0;0.0;0
81;Feminino;0.0;Sim;Sim;11.0;Não;Sem serviço de telefone;DSL;Sim;Não;Não;Não;Sim;Sim;Mensal;Não;Cheque Eletrônico;50.55;565.35;0.0;0.0;0
6395;Masculino;0.0;Sim;Sim;41.0;Sim;Sim;Fibra óptica;;Não;Sim;Sim;Sim;Sim;1 Ano;Sim;Cheque Eletrônico;102.6;4213.35;0.0;4.0;1
3131;Feminino;1.0;Sim;Não;72.0;Sim;Sim;DSL;Sim;Sim;Sim;Sim;Não;Sim;2 Anos;Não;Transferência Bancária (Automática);78.45;5682.25;0.0;0.0;0
2497;Feminino;0.0;Sim;Não;4.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Mensal;Não;Cheque por Carta;19.6;93.45;;0.0;0
2083;Feminino;0.0;Não;Não;1.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Mensal;Sim;Cheque por Carta;20.15;20.15;0.0;0.0;1
6162;Feminino;1.0;Sim;Não;60.0;Não;Sem serviço de telefone;DSL;Não;Sim;Não;Não;Sim;Sim;2 Anos;Sim;Cartão de Crédito (Automático);49.45;2907.55;0.0;0.0;0
6269;Feminino;0.0;Não;Não;35.0;Não;Sem serviço de telefone;DSL;Não;Não;Sim;Sim;Não;Não;Mensal;Sim;Cheque por Carta;33.45;1175.85;0.0;0.0;0
3444;;0.0;Sim;Não;36.0;Não;Sem serviço de telefone;DSL;Sim;Não;;Não;Não;Não;1 Ano;Não;Cheque por Carta;35.35;1317.95;0.0;0.0;0
5269;Masculino;0.0;Não;Não;10.0;Sim;Não;DSL;Não;Sim;Não;Não;Sim;Não;Mensal;;Cheque por Carta;59.65;638.95;0.0;0.0;0
6380;Masculino;1.0;Sim;Não;65.0;Sim;Sim;Fibra óptica;Não;Sim;Sim;Não;Sim;Sim;Mensal;Sim;Cheque Eletrônico;104.35;6578.55;4.0;0.0;0
4973;Masculino;1.0;Sim;Não;13.0;Sim;Sim;Fibra óptica;Sim;Sim;Não;Não;Não;Sim;Mensal;Não;Cartão de Crédito (Automático);93.8;1261;0.0;0.0;0
3127;Feminino;;Não;Não;29.0;Não;Sem serviço de telefone;DSL;Não;Sim;Não;Não;Não;Não;Mensal;Sim;Cheque Eletrônico;30.6;856.35;0.0;0.0;1
6449;Masculino;0.0;Não;Não;1.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Mensal;Não;Cheque por Carta;19.55;19.55;4.0;0.0;0
6097;Masculino;0.0;Sim;Sim;;Sim;Sim;DSL;Sim;Sim;Sim;Sim;Não;Sim;2 Anos;Não;Cartão de Crédito (Automático);81.0;5750;0.0;;0
